pomiar_id,tmin_4,tmax_4,tmin_9,tmax_9,annual_tavg,annual_precip,prow_id,woj_id,prowincja,wojewodztwo
15,3.5350128749660534,12.472194747916316,9.335012874966054,17.730879783477718,7.135012874966054,623.1384315931972,4,11,Niż Środkowoeuropejski,pomorskie
16,3.9693585474535737,13.4,8.729683818909916,17.873798556206886,7.150159237552271,580.148014297973,4,7,Niż Środkowoeuropejski,mazowieckie
17,2.6363122404025914,12.500000000000002,8.686556235212844,18.07391387084134,7.631681688408923,540,4,2,Niż Środkowoeuropejski,kujawsko-pomorskie
18,3.6002877733248866,13.532187263101566,8.958971080631311,18.558971080631313,7.758971080631312,540.0505075210989,3,7,Masyw Czeski,mazowieckie
19,3.410387020812432,12.500000000000002,9.1,17.570934980360807,7.194527946011204,616.3997260212744,4,15,Niż Środkowoeuropejski,wielkopolskie
20,3.528041220526249,13.420392362709086,8.415737090648127,18.41838973108253,7.387148316137941,544.4395342294686,6,3,Wyżyny Polskie,lubelskie
21,4,14.19349574113781,9.5,19.29349574113781,8.293495741137809,524,4,2,Niż Środkowoeuropejski,kujawsko-pomorskie
22,3.6365602210735704,13.502564827215233,8.553029681414028,18.403031328785424,7.309584526850888,562.4307180403705,6,3,Wyżyny Polskie,lubelskie
23,3.1073481134173377,13.074285770614761,8.874816587697891,18.375347404781024,7.7078789305004705,542.0822366047882,4,2,Niż Środkowoeuropejski,kujawsko-pomorskie
24,4.2979056692720965,14.197045026664494,9.064548957030995,18.897866244305558,7.654198415164872,539.570929125805,6,3,Wyżyny Polskie,lubelskie
25,3.5276630896854115,12.466813978179093,8.714658268450638,17.41072422987891,6.8771278398346,697.7084745098339,4,14,Niż Środkowoeuropejski,warmińsko-mazurskie
26,1.0880186641325604,10.658196131977165,6.863927754458992,16.677250926373482,5.784103831463345,995.5979839412319,2,12,Karpaty Zachodnie z Podkarpaciem Zachodnim i Północnym,śląskie
27,2.6978960702324475,11.3,8.897896070232449,16.900000000000002,7.298187373123104,543.7459996510062,4,11,Niż Środkowoeuropejski,pomorskie
28,3.5,13.699999999999998,9.15221803021277,19.05078820880944,8.348456994716575,533.9985340378446,4,15,Niż Środkowoeuropejski,wielkopolskie
29,2.7692883808056563,12.260864907876451,8.207968278810107,17.515936557620215,6.6608649078764515,591.5200584660186,5,10,Niż Wschodniobałtycko-Białoruski,podlaskie
30,3.5,13.879638280979089,9,19.4,8.6,633.6878141328976,4,8,Niż Środkowoeuropejski,opolskie
31,3.647401628402907,14.134093516723695,9.031610166052173,19.63349290906545,8.134093516723697,809.999826220803,2,12,Karpaty Zachodnie z Podkarpaciem Zachodnim i Północnym,śląskie
32,4,14.5,9.2644265981106,19.700000000000003,8.51062341460423,703.099906384921,2,6,Karpaty Zachodnie z Podkarpaciem Zachodnim i Północnym,małopolskie
33,3.3215340233927044,13.121534023392702,8.2,18.1,7.500000000000002,531.4363549094735,5,3,Niż Wschodniobałtycko-Białoruski,lubelskie
34,3.4,12.707930467487575,9.122396410719935,17.922396410719937,7.4,585.1509524133695,4,2,Niż Środkowoeuropejski,kujawsko-pomorskie
35,3.7968016734280567,14.143723192436322,9.17534743583962,19.477669417689707,8.47534743583962,706.1627312060772,6,12,Wyżyny Polskie,śląskie
36,3.7095290679692767,12.010900323313612,9.937633721323806,17.609529067969273,7.492852035279074,671.6458616557702,4,11,Niż Środkowoeuropejski,pomorskie
37,2.7823214994397025,13.038057283786952,8.011322269104584,18.515324641591214,7.366465675097865,832.5219573138486,2,6,Karpaty Zachodnie z Podkarpaciem Zachodnim i Północnym,małopolskie
38,3.90346500486737,13.282092206699005,8.678627201831635,17.821878833387867,7.1,590.2451038645119,4,7,Niż Środkowoeuropejski,mazowieckie
39,1.5773678464728564,11.411538986230443,7.150281012662167,17.237420218034718,6.188625037908382,986.2975906644206,2,12,Karpaty Zachodnie z Podkarpaciem Zachodnim i Północnym,śląskie
40,3.316587158548591,13.116587158548594,8.92941834178278,18.228059258157952,8.058362312811052,542.9642904891823,4,15,Niż Środkowoeuropejski,wielkopolskie
41,4.434159299090905,13.798248221568167,10.364179340364092,19.129572636573517,8.699776297650168,560.9741842610222,4,16,Niż Środkowoeuropejski,zachodniopomorskie
42,4.095268129897736,14.04284449419003,9.400530505791277,18.915446966025677,7.964171528653607,532.1951035974439,4,7,Niż Środkowoeuropejski,mazowieckie
43,3.599999999999999,13.831290490434617,9.2,19.1,8.331803627453686,513.3343492378118,4,15,Niż Środkowoeuropejski,wielkopolskie
44,1.8477622537510043,11.167644748130218,7.682198270570083,16.963139031192924,6.399942773069774,590.1348334725849,5,10,Niż Wschodniobałtycko-Białoruski,podlaskie
45,3.610518405660643,13.499884462140969,8.899991153317776,18.39988446214097,7.5998844621409685,551.6820321501065,4,4,Niż Środkowoeuropejski,lubuskie
46,3.684842095060361,13.284028184910397,8.68845188137271,18.08845188137271,7.088451881372711,567.6817040005203,4,10,Niż Środkowoeuropejski,podlaskie
47,3.9002170923035457,13.900000000000002,9.4,18.902572807963512,7.9487018441415245,539.3692169404786,4,2,Niż Środkowoeuropejski,kujawsko-pomorskie
48,3.8425171760157553,13.848096818192909,9.4,18.927051699064226,8.3,581.108695618096,6,5,Wyżyny Polskie,łódzkie
49,3.0561281098245194,13.19856729143628,8.119744918448582,18.344836296072042,7.104221507747366,699.3634659781611,2,9,Karpaty Zachodnie z Podkarpaciem Zachodnim i Północnym,podkarpackie
50,3.3883674826904473,13.48836748269045,9.1,18.799999999999997,8,528.9999999999999,4,2,Niż Środkowoeuropejski,kujawsko-pomorskie
51,3.1890971767421794,13.200000000000003,8.966555797910782,18.666555797910785,8,525.3747946686127,4,2,Niż Środkowoeuropejski,kujawsko-pomorskie
52,2.3251015571758282,12.352814795057398,7.468495430518996,17.91005672574645,6.7424600431114055,809.1522060173971,1,6,Karpaty Wschodnie z Podkarpaciem Wschodnim,małopolskie
53,1.6739264900294706,10.833294346225335,7.760781786649389,16.68705723200362,6.212410435248437,640.0660342154288,5,14,Niż Wschodniobałtycko-Białoruski,warmińsko-mazurskie
54,3.3189940366029718,12.518994036602972,8.748197011624082,17.38359552411353,7.483595524113528,599.6729442468877,4,16,Niż Środkowoeuropejski,zachodniopomorskie
55,3.4740225621686767,12.5,8.81362262155277,17.310228154268316,7.3523452801696525,613.1103643908633,4,15,Niż Środkowoeuropejski,wielkopolskie
56,3.1490087870390786,13.062934557100045,8.251383085762463,18.15570894019541,7.065142508725946,677.7732208443578,2,9,Karpaty Zachodnie z Podkarpaciem Zachodnim i Północnym,podkarpackie
57,1.9928493475119766,12.370728304004924,7.163037306449361,18.171019079334137,6.768890162265559,764.7415055558125,2,6,Karpaty Zachodnie z Podkarpaciem Zachodnim i Północnym,małopolskie
58,4.629552327326692,14.029552327326689,10.591053876941977,19.4,8.930293756237061,555.0637100009578,4,4,Niż Środkowoeuropejski,lubuskie
59,3.689871163135449,12.38987116313545,9.496336049481894,17.896336049481896,7.590410571818691,697.6537808927753,5,14,Niż Wschodniobałtycko-Białoruski,warmińsko-mazurskie
60,3.669521128077915,13.640993513425551,9.39786749785594,18.89786749785594,8.297928045851545,540.6149248967686,3,15,Masyw Czeski,wielkopolskie
61,3.1,13.1,8.954797186752646,18.554336341588225,8.1,532.9999999999999,4,15,Niż Środkowoeuropejski,wielkopolskie
62,3.68194702426072,13.08194702426072,9.84546537097264,18.835203567826404,8.689738196853769,537.5314738253876,3,15,Masyw Czeski,wielkopolskie
63,3.9113321846544977,14.411332184654498,9.100216854269252,19.600177477982903,8.5,704.354457179199,2,6,Karpaty Zachodnie z Podkarpaciem Zachodnim i Północnym,małopolskie
64,2.4972242097951556,12.300000000000002,7.8067015215865325,17.50670152158653,6.98045090180558,565.317213954617,5,10,Niż Wschodniobałtycko-Białoruski,podlaskie
65,2.8027514313980486,12.583338742488355,7.995583223408301,17.687732842144268,7.0748104859625585,551.6181267757332,4,7,Niż Środkowoeuropejski,mazowieckie
66,2.749927346285494,12.532905624979325,7.804546332480759,17.870201946472587,6.9702019464725895,587.9494173130068,6,3,Wyżyny Polskie,lubelskie
67,4.00028491566291,13.80028491566291,8.900284915662912,18.66963817967916,7.5944790089639,563.7614870172009,4,3,Niż Środkowoeuropejski,lubelskie
68,3.1227057160124447,12.595932883295813,8.995932883295813,17.950795767236343,7.495932883295815,558.9413741262578,4,2,Niż Środkowoeuropejski,kujawsko-pomorskie
69,4.5275717237676805,14.92757172376768,9.527571723767682,19.92757172376768,8.546397563284241,659.5338850342551,2,6,Karpaty Zachodnie z Podkarpaciem Zachodnim i Północnym,małopolskie
70,3.4718054045318025,11.7,9.796701940902977,17.496701940902973,7.7,614.6976961262061,4,11,Niż Środkowoeuropejski,pomorskie
71,3.599999999999999,13.300000000000002,8.500000000000002,18,7,545.2467981668383,5,7,Niż Wschodniobałtycko-Białoruski,mazowieckie
72,3.16514553403566,12.985735394025886,8.09029987870351,18.09029987870351,7.106558566959694,562.6999704353318,6,3,Wyżyny Polskie,lubelskie
73,2.683530373619002,12.019423379513396,8.235893005894395,17.40897614735304,6.535893005894394,612.7984533320937,5,14,Niż Wschodniobałtycko-Białoruski,warmińsko-mazurskie
74,3.1639825924933414,13.277529175384313,9.01364712007033,18.72946495301131,8.063982592493343,523.352098583411,4,2,Niż Środkowoeuropejski,kujawsko-pomorskie
75,4.166724917060057,14.366724917060058,9.092000917412085,19.2667298574652,8.08916612163595,622.4226051922733,2,9,Karpaty Zachodnie z Podkarpaciem Zachodnim i Północnym,podkarpackie
76,2.869465671391726,12.811864909359212,8.04293440855744,17.927337379665204,6.6546130920877005,693.5222467910489,2,9,Karpaty Zachodnie z Podkarpaciem Zachodnim i Północnym,podkarpackie
77,3.400000000000001,13.57043000848139,9.1,18.820887236958924,8.1,525.1689137859371,4,2,Niż Środkowoeuropejski,kujawsko-pomorskie
78,0.2809528647224944,9.452071563772177,5.975816377563712,15.194063770687569,4.6653486201878875,868.6085060434065,1,8,Karpaty Wschodnie z Podkarpaciem Wschodnim,opolskie
79,3.447445094740201,12.660940967305363,8.700000000000003,17.400000000000006,7.4378953261462994,594.5736830569768,4,15,Niż Środkowoeuropejski,wielkopolskie
80,1.9254948433373609,11.72549484333736,7.620473664072134,17.225494843337362,6.600000000000001,579.3116239819406,5,10,Niż Wschodniobałtycko-Białoruski,podlaskie
81,3.8038467124213957,13.614734147868699,8.600907057309877,18.415066480748052,7.315066480748051,547.7707667426921,6,3,Wyżyny Polskie,lubelskie
82,3.8191683388662425,13.719168338866245,8.684132646598988,18.6739119603608,7.589779313761812,526.0701565448007,5,3,Niż Wschodniobałtycko-Białoruski,lubelskie
83,3.245358978700479,13.500000000000004,8.996712826165245,18.976999937608657,8.245486801817123,525.3666175020002,4,15,Niż Środkowoeuropejski,wielkopolskie
84,0.5401450685684422,10.288266874513196,5.982681791478916,16.347721324861492,5.465725699004244,865.2859376681932,2,6,Karpaty Zachodnie z Podkarpaciem Zachodnim i Północnym,małopolskie
85,2.7741751861112633,11.283975889126129,8.910709708993371,17.173831732767994,6.9738317327679935,751.2134179599668,5,14,Niż Wschodniobałtycko-Białoruski,warmińsko-mazurskie
86,3.1943975607053607,11.417653611330131,10.141772107452876,17.770886053726436,8.19823884005779,664.1264894742048,4,16,Niż Środkowoeuropejski,zachodniopomorskie
87,3.354239989060267,12.75423998906027,9.071418552799491,17.959036152894406,7.487270863876894,574.4171184267437,4,2,Niż Środkowoeuropejski,kujawsko-pomorskie
88,4.131658240061934,14.195272515815034,9.674484103219886,19.295272515815036,8.315234930025607,548.477467888483,4,5,Niż Środkowoeuropejski,łódzkie
89,1.58456857786408,11.19583936877299,7.507101445234744,17.025940129565246,6.407101445234744,585.3684023551347,5,10,Niż Wschodniobałtycko-Białoruski,podlaskie
90,3.599999999999999,13.404786457743409,8.837411564614905,18.488758421593978,7.600000000000001,571.4776955775391,6,7,Wyżyny Polskie,mazowieckie
91,3.9988772540260817,13.533491597266941,8.778716857205094,18.078716857205098,7.098877254026081,566.3287745617553,4,10,Niż Środkowoeuropejski,podlaskie
92,3.219890506639288,13.61989050663929,8.9,19.169396013839798,8.400000000000002,540.3060398616021,4,1,Niż Środkowoeuropejski,dolnośląskie
93,3.1381663830176265,13.076332766035254,8.899999999999997,18.406867736814,7.838166383017627,538.5496588016837,4,2,Niż Środkowoeuropejski,kujawsko-pomorskie
94,3.435412038839469,12.927080555542009,9.23995682386679,18.327650639769224,8.100591750808821,609.764341159955,3,1,Masyw Czeski,dolnośląskie
95,3.198381168572375,12.698994750772158,8.8,17.899308508574897,7.4993085085749005,567.5128212392484,4,2,Niż Środkowoeuropejski,kujawsko-pomorskie
96,-0.3541400908379989,8.732896532768375,5.236666232557786,15.072663849112942,4.42034231758452,1107.8372272708705,2,6,Karpaty Zachodnie z Podkarpaciem Zachodnim i Północnym,małopolskie
97,2.8102255570979873,13.110225557097987,8.52771215584939,18.66003335491019,8.110225557097987,567.5855145739962,4,4,Niż Środkowoeuropejski,lubuskie
98,2.5308704052995905,12.37285170199389,7.872276153074431,17.678978882964806,6.364092688026147,710.604607835488,1,9,Karpaty Wschodnie z Podkarpaciem Wschodnim,podkarpackie
99,4.489708005451677,13.989708005451678,10.489642375182918,19.300000000000004,8.989708005451677,547.0099183888071,4,4,Niż Środkowoeuropejski,lubuskie
100,3.677461410803049,13.341560293120779,8.984814717434102,18.221727017795782,7.5,562.1107569757497,4,7,Niż Środkowoeuropejski,mazowieckie
101,3.274479676084406,13.164471588264885,8.47528930295929,18.364471588264887,7.065281215139768,669.6145609354118,1,9,Karpaty Wschodnie z Podkarpaciem Wschodnim,podkarpackie
102,3.5727318965607133,13.888751092436227,9.024066180291191,19.440085376166707,8.3887261210674,704.6840990782007,6,12,Wyżyny Polskie,śląskie
103,2.7116997826622615,10.996246099134115,8.857224341761686,16.476735220447903,6.573786089902481,661.2464564558284,4,11,Niż Środkowoeuropejski,pomorskie
104,3.8999999999999995,13.4,8.700000000000001,17.9,7.2,567.8842085704653,4,7,Niż Środkowoeuropejski,mazowieckie
105,3.6711517853151237,13.271151785315123,8.47089082024473,18.470890820244733,7.570890820244733,558.9722624750833,5,3,Niż Wschodniobałtycko-Białoruski,lubelskie
106,4.412020169792481,13.9,10.494881917277278,19.49488191727728,8.999999999999998,550.9875300881469,4,4,Niż Środkowoeuropejski,lubuskie
107,3.8190164526325114,13.721064221987234,9.233892540574846,18.71901645263251,7.8190164526325105,574.0588916168673,3,4,Masyw Czeski,lubuskie
108,3.5998759018964925,13.4320171682671,8.301815625409603,18.301815625409606,7.373935795188302,523.221925908793,5,3,Niż Wschodniobałtycko-Białoruski,lubelskie
109,3.9007553532268893,13.897739479901045,8.928618439889927,18.8,7.800000000000002,587.7962712512588,2,9,Karpaty Zachodnie z Podkarpaciem Zachodnim i Północnym,podkarpackie
110,3.9073031441294193,14.486303844150347,8.953541338252451,19.607662805423416,8.297911555576642,687.8906221042432,2,6,Karpaty Zachodnie z Podkarpaciem Zachodnim i Północnym,małopolskie
111,3.2186062703866716,13.15433643881732,8.317099750931282,18.30900513249629,7.2186062703866725,685.023169953662,2,9,Karpaty Zachodnie z Podkarpaciem Zachodnim i Północnym,podkarpackie
112,2.1268880821166447,12.011350470899295,7.830229693000902,17.808298225456824,7.22755559061113,606.6389811047716,3,1,Masyw Czeski,dolnośląskie
113,2.8000000000000003,12.533148905347115,8.200000000000003,17.700000000000006,6.933148905347116,565.9210113749473,5,10,Niż Wschodniobałtycko-Białoruski,podlaskie
114,2.0691948477489848,11.747414679179768,7.800000000000002,17.327574293506434,6.7,574.2322297705521,5,10,Niż Wschodniobałtycko-Białoruski,podlaskie
115,3.6502016665514105,12.709111616211635,10.099999999999998,18.699999999999996,8.7,537.4493149642763,3,15,Masyw Czeski,wielkopolskie
116,3.242809740579227,13.537331322889235,9,18.900000000000002,8.200000000000003,522.544523392263,4,15,Niż Środkowoeuropejski,wielkopolskie
117,NA,NA,NA,NA,NA,NA,4,16,Niż Środkowoeuropejski,zachodniopomorskie
118,3.4698905571104484,13.027974982799526,9.17094399532541,18.367319867888718,8.01163445856029,612.0718152687716,3,1,Masyw Czeski,dolnośląskie
119,2.324371026871177,11.200000000000001,8.400000000000002,16.700000000000006,6.947619253907503,555.3055306797743,4,11,Niż Środkowoeuropejski,pomorskie
120,4.026599657421042,13.808471409617178,8.828887309538686,18.548046659136986,7.400000000000001,561.3023728095599,6,3,Wyżyny Polskie,lubelskie
121,2.6000000000000005,12.123421579917467,8.12171790523588,17.6,6.8,578,5,10,Niż Wschodniobałtycko-Białoruski,podlaskie
122,3,13.4,8.599999999999998,18.999999999999996,8.350370059658982,574.9455553938798,4,8,Niż Środkowoeuropejski,opolskie
123,3.331650188479299,12.831650188479301,8.21197527198983,18.205429499660564,7.4316501884793,591.439243173093,7,3,Wyżyny Ukraińskie,lubelskie
124,3.7000000000000006,13.9,9.2,19.1,8.4,529.9745043694294,4,15,Niż Środkowoeuropejski,wielkopolskie
125,4.1027135956907985,13.997752406054573,9.097752406054571,18.826232716953136,7.797752406054572,562.8961813087168,2,8,Karpaty Zachodnie z Podkarpaciem Zachodnim i Północnym,opolskie
126,2.650826650486212,12.374885833017427,7.743156920075617,17.757597627236784,6.857597627236787,593.632790243833,6,3,Wyżyny Polskie,lubelskie
127,3.6557494536181516,13.954916058823532,9.298072105447693,19.298072105447694,8.473227612776745,536.5273397660453,4,1,Niż Środkowoeuropejski,dolnośląskie
128,1.7604578430107698,11.126619380694677,7.636065594809405,16.942022805036213,6.370148283144191,585.508136497927,5,10,Niż Wschodniobałtycko-Białoruski,podlaskie
129,2.9000000000000004,12.000000000000002,8.9,17.500000000000004,7.5,544.8440707349099,4,11,Niż Środkowoeuropejski,pomorskie
130,3.6,13.3,8.644994371822964,18.1,7.400000000000001,516,4,7,Niż Środkowoeuropejski,mazowieckie
131,3.5,13.80357155688545,9.1,19.200000000000003,8.493890507273548,535.4059392514415,4,1,Niż Środkowoeuropejski,dolnośląskie
132,2.1588567818571,11.791840697647322,7.635748941848017,17.33165355392419,6.271577704212668,755.000828390538,1,8,Karpaty Wschodnie z Podkarpaciem Wschodnim,opolskie
133,1.6097524100075706,11.509752410007572,7.46550479247269,17.24467008911662,6.46550479247269,587.9001727627134,5,10,Niż Wschodniobałtycko-Białoruski,podlaskie
134,1.2054689861514816,10.307419591744068,7.243839860839023,16.324280852930844,5.905468986151481,619.8784683090918,4,9,Niż Środkowoeuropejski,podkarpackie
135,3.900000000000001,13.800000000000002,9.1,18.6,7.7554051117435465,569.8614491369725,4,5,Niż Środkowoeuropejski,łódzkie
136,1.60042719003515,11.051620124925144,7.600000000000001,16.951620124925142,6.3975316728519624,585.9957280996484,5,10,Niż Wschodniobałtycko-Białoruski,podlaskie
137,1.9464365586172616,11.901675263436076,7.74643655861726,17.75523870481881,7.255238704818813,658.4686238763843,NA,NA,NA,NA
138,4.4,12.506642637690716,11.083165516041218,18.655475497815488,8.8,597.214663176881,4,16,Niż Środkowoeuropejski,zachodniopomorskie
139,3.983806827150649,12.255732011158509,10.607063145855518,18.165457426408047,8.050109301134773,665.7839904480595,4,11,Niż Środkowoeuropejski,pomorskie
140,3.8940082072247852,14.063034063713351,9.430974143511431,19.230974143511435,8.4,529.3603810800446,4,5,Niż Środkowoeuropejski,łódzkie
141,3.8857797213019296,14.341623416655441,8.922520429372955,19.479231282662777,8.123387587309264,704.0442849521742,2,6,Karpaty Zachodnie z Podkarpaciem Zachodnim i Północnym,małopolskie
142,3.4796844617094322,13.209174944778814,8.4166319300090091,18.156004917869744,7.137565044272835,579.3121614622976,6,3,Wyżyny Polskie,lubelskie
143,3.1340440001689887,11.623661786506844,9.473008055747808,17.34797499654976,7.52476526632181,674.0041783050905,4,16,Niż Środkowoeuropejski,zachodniopomorskie
144,3.656348095341049,13.931847967711416,9.249340394267566,19.21450752152063,8.431887834644643,509.14330246445144,4,14,Niż Środkowoeuropejski,warmińsko-mazurskie
145,3.8,14.124131660881,9.283658918708616,19.495354430318844,8.645470871249113,649.5555589426876,6,12,Wyżyny Polskie,śląskie
146,2.851295566754241,12.44473736407187,7.85129556675424,17.81799267468205,7.0112676150719055,599.416403031311,6,3,Wyżyny Polskie,lubelskie
147,3.1163469610429586,12.633426036536909,8.968955953775248,18.016346961042963,7.5163469610429585,558.8365303895704,4,2,Niż Środkowoeuropejski,kujawsko-pomorskie
148,3.613073627251032,13.350227891940207,8.613073627251032,18.126147254502065,7.213073627251032,521.8735667911766,4,7,Niż Środkowoeuropejski,mazowieckie
149,4.200000000000001,14.370809749481646,9.270809749481645,19.3,8.197336430869546,609.3132046479916,2,9,Karpaty Zachodnie z Podkarpaciem Zachodnim i Północnym,podkarpackie
150,3.323179597852338,13.113476871146366,8.623179597852337,18.21347687114637,7.331594401099153,588.2039331599193,6,13,Wyżyny Polskie,świętokrzyskie
151,3.5,12.7,9.9,18.61776874014474,8.6,541.0222785519784,4,16,Niż Środkowoeuropejski,zachodniopomorskie
152,3.073158584877301,12.873158584877302,8.492094541405418,17.949880456925165,7.381218139309051,542.309995904161,4,7,Niż Środkowoeuropejski,mazowieckie
153,3.5945967800022176,13.184803675956042,8.810105734390874,18.494596780002215,7.694596780002217,608.7459178510829,2,9,Karpaty Zachodnie z Podkarpaciem Zachodnim i Północnym,podkarpackie
154,3.7681530241727943,14.301501426954857,8.699209698874405,19.59544825719614,7.98942120375373,731.5039060883075,2,6,Karpaty Zachodnie z Podkarpaciem Zachodnim i Północnym,małopolskie
155,4.193328496683842,14.299229601935158,9.693328496683844,19.397614652691175,8.501173546573622,535.6019769531772,4,5,Niż Środkowoeuropejski,łódzkie
156,1.2882466670882944,10.94708443554351,6.943173800215881,16.83465239118463,5.932446431680354,1001.2596430709575,2,12,Karpaty Zachodnie z Podkarpaciem Zachodnim i Północnym,śląskie
157,3.501203064417757,12.105595917672776,9.705595917672774,17.690695172387734,7.905595917672774,648.8156522452884,4,16,Niż Środkowoeuropejski,zachodniopomorskie
158,0.29812429582119115,10.327861847276058,5.895789697131255,16.35363533535731,5.697281048894419,858.8616247430801,2,6,Karpaty Zachodnie z Podkarpaciem Zachodnim i Północnym,małopolskie
159,4.374806361520122,14.474806361520123,9.7939814968522,19.47480636152012,8.303636352495168,528.0204215095312,4,5,Niż Środkowoeuropejski,łódzkie
160,3.187644558409436,13.4,8.700000000000001,18.799999999999997,8.3,576.9722990224277,4,8,Niż Środkowoeuropejski,opolskie
161,4.297467086524958,13.360279539880327,9.462368032738953,18.262368032738948,7.560279539880325,644.5880080851077,5,14,Niż Wschodniobałtycko-Białoruski,warmińsko-mazurskie
162,3.6,13.3,8.7,18,7.384515098926414,549.0000000000001,4,7,Niż Środkowoeuropejski,mazowieckie
163,3.9159015495795693,13.63740987582319,9.101805079232351,18.79439322333595,7.84522313913615,598.7865130801919,2,9,Karpaty Zachodnie z Podkarpaciem Zachodnim i Północnym,podkarpackie
164,3,13.5,8.761151838715604,19.2,8.4,554.1046931689841,4,1,Niż Środkowoeuropejski,dolnośląskie
165,3.417220320550792,12.296226393606814,9.096226393606813,17.67248478920626,7.196226393606812,712.1087444658272,5,14,Niż Wschodniobałtycko-Białoruski,warmińsko-mazurskie
166,4.004385079998162,13.604385079998163,8.6,17.94643629661848,7.1,552.6990953862576,4,7,Niż Środkowoeuropejski,mazowieckie
167,3.794280354047211,13.744274604741516,9.041864427308301,18.583728854616606,7.8,601.0559985691943,6,5,Wyżyny Polskie,łódzkie
168,1.1049559236304733,8.764030856596015,8.285077336221923,15.20231129515405,6.147856215519709,613.4875094221462,4,11,Niż Środkowoeuropejski,pomorskie
169,0.28793243144726866,9.001327736816597,6.285394485364243,14.99420836040208,5.087932431447268,746.3392414403532,3,0,Masyw Czeski,NA
170,3.861681592433958,13.861681592433959,8.761681592433957,18.723363184867914,7.561681592433959,627.8815651280325,1,9,Karpaty Wschodnie z Podkarpaciem Wschodnim,podkarpackie
171,3.8995043086074532,13.447475809621963,9.700000000000001,18.647971501014514,8.4,558.9768860209042,4,15,Niż Środkowoeuropejski,wielkopolskie
172,3.0237897754563363,13.023789775456336,8.599999999999998,18.42378977545634,7.973986898015314,630.4108467296927,5,8,Niż Wschodniobałtycko-Białoruski,opolskie
173,3.2610765608140944,11.604205323916315,10.061076560814096,17.761076560814093,8.161076560814095,669.3690472417919,4,16,Niż Środkowoeuropejski,zachodniopomorskie
174,3.033539476598552,12.957274358613063,8.40396450653544,18.056443250608602,7.433392566506491,694.0127920669748,6,12,Wyżyny Polskie,śląskie
175,3.675695687571212,13.466860519496336,8.789657199492137,18.389657199492138,7.3,529.3464711293666,4,7,Niż Środkowoeuropejski,mazowieckie
176,3.41814931288296,11.972348530999765,9.077564797152561,17.269970379169443,7.118149312882961,679.589759004207,4,14,Niż Środkowoeuropejski,warmińsko-mazurskie
177,3.680422307645812,13.353993922156548,8.777934245770997,18.073571614510733,7.3735716145107375,556.3079101674953,3,7,Masyw Czeski,mazowieckie
178,3.5116865788051337,12.395597323898906,9.3,17.595597323898907,7.095597323898906,633.132080283033,4,11,Niż Środkowoeuropejski,pomorskie
179,3.7775080436971606,13.184337446087165,9.797154133754704,18.87964655331968,8.699753823025288,594.255555822145,4,4,Niż Środkowoeuropejski,lubuskie
180,3.2781455342949157,13.56590518967305,8.912690242314037,19.002670842747694,8.189983388170983,556.6984648121932,4,1,Niż Środkowoeuropejski,dolnośląskie
